2.051106929779052734e+00,2.033600091934204102e+00
2.131551742553710938e+00,2.111099958419799805e+00
1.158340573310852051e+00,1.069499969482421875e+00
3.048049449920654297e+00,3.062799930572509766e+00
2.820663452148437500e+00,2.805500030517578125e+00
1.307930469512939453e+00,1.283400058746337891e+00
5.345377326011657715e-01,5.084000229835510254e-01
2.127371788024902344e+00,2.104899883270263672e+00
8.762807250022888184e-01,8.989999890327453613e-01
1.862138628959655762e+00,1.828999996185302734e+00
1.976406574249267578e+00,1.959200024604797363e+00
2.364727020263671875e+00,2.352900028228759766e+00
1.913897395133972168e-01,1.612000018358230591e-01
2.834801673889160156e+00,2.817899942398071289e+00
1.431139111518859863e+00,1.404299974441528320e+00
2.420075416564941406e+00,2.411799907684326172e+00
1.402784109115600586e+00,1.382599949836730957e+00
1.754473090171813965e+00,1.732900023460388184e+00
3.050062417984008789e+00,3.065900087356567383e+00
3.734874129295349121e-01,3.472000062465667725e-01
1.830746173858642578e+00,1.801100015640258789e+00
1.969778299331665039e+00,1.949900031089782715e+00
2.220774173736572266e+00,2.232000112533569336e+00
6.650772690773010254e-01,6.726999878883361816e-01
2.865854740142822266e+00,2.848900079727172852e+00
4.631501138210296631e-01,4.433000087738037109e-01
1.860351800918579102e+00,1.825899958610534668e+00
1.886022210121154785e+00,1.863100051879882812e+00
2.281966686248779297e+00,2.297100067138671875e+00
2.082565069198608398e+00,2.061500072479248047e+00
1.419655799865722656e+00,1.394999980926513672e+00
8.441466689109802246e-01,8.648999929428100586e-01
2.129093408584594727e+00,2.108000040054321289e+00
1.245498180389404297e+00,1.212100028991699219e+00
1.228755235671997070e+00,1.193500041961669922e+00
1.426099061965942383e+00,1.401200056076049805e+00
1.287032008171081543e+00,1.258599996566772461e+00
1.534208297729492188e+00,1.515900015830993652e+00
2.772875785827636719e+00,2.749700069427490234e+00
1.321438670158386230e+00,1.298900008201599121e+00
2.840693712234497070e+00,2.824100017547607422e+00
5.997773408889770508e-01,5.921000242233276367e-01
3.788890242576599121e-01,3.564999997615814209e-01
2.040779590606689453e+00,2.021199941635131836e+00
2.585649013519287109e+00,2.576100111007690430e+00
6.252870559692382812e-01,6.292999982833862305e-01
2.436839103698730469e+00,2.436599969863891602e+00
2.981009483337402344e+00,2.960500001907348633e+00
1.866710662841796875e+00,1.835199952125549316e+00
7.060658335685729980e-01,7.347000241279602051e-01
1.509058356285095215e+00,1.491099953651428223e+00
1.353905200958251953e+00,1.326799988746643066e+00
1.082964301109313965e+00,1.026100039482116699e+00
2.150711774826049805e+00,2.145200014114379883e+00
2.669430732727050781e+00,2.653599977493286133e+00
6.860089302062988281e-01,7.099000215530395508e-01
1.872891187667846680e-01,1.550000011920928955e-01
2.699993371963500977e+00,2.681499958038330078e+00
1.604290962219238281e+00,1.580999970436096191e+00
5.369883179664611816e-01,5.115000009536743164e-01
2.797555685043334961e+00,2.780699968338012695e+00
1.217101454734802246e+00,1.168699979782104492e+00
2.757333993911743164e+00,2.734200000762939453e+00
2.460051059722900391e+00,2.458300113677978516e+00
1.528813958168029785e+00,1.509699940681457520e+00
1.262054204940795898e+00,1.224499940872192383e+00
3.060205221176147461e+00,3.087599992752075195e+00
2.287935495376586914e+00,2.306400060653686523e+00
1.614109426736831665e-01,1.271000057458877563e-01
1.475513935089111328e+00,1.457000017166137695e+00
4.386074244976043701e-01,4.216000139713287354e-01
1.289655566215515137e-01,7.129999995231628418e-02
2.934457302093505859e+00,2.907799959182739258e+00
2.628585338592529297e+00,2.616400003433227539e+00
1.784602999687194824e+00,1.757699966430664062e+00
2.086862325668334961e-01,1.798000037670135498e-01
9.088005423545837402e-01,9.330999851226806641e-01
5.913782715797424316e-01,5.827999711036682129e-01
1.939036995172500610e-01,1.642999947071075439e-01
1.661688327789306641e+00,1.639899969100952148e+00
2.379419088363647461e+00,2.371500015258789062e+00
1.107041612267494202e-01,4.340000078082084656e-02
6.037704944610595703e-01,5.982999801635742188e-01
1.675624847412109375e-01,1.301999986171722412e-01
8.465231657028198242e-01,8.679999709129333496e-01
2.040229320526123047e+00,2.018100023269653320e+00
3.019654035568237305e+00,3.022500038146972656e+00
1.046042963862419128e-01,3.409999981522560120e-02
5.464662909507751465e-01,5.238999724388122559e-01
2.401996612548828125e+00,2.393199920654296875e+00
1.160879135131835938e+00,1.063300013542175293e+00
1.227171421051025391e+00,1.190400004386901855e+00
2.994602918624877930e+00,2.985300064086914062e+00
7.469739317893981934e-01,7.718999981880187988e-01
2.672387599945068359e+00,2.656699895858764648e+00
1.347798824310302734e+00,1.317499995231628418e+00
5.626587867736816406e-01,5.455999970436096191e-01
1.123244524002075195e+00,1.044700026512145996e+00
1.155426144599914551e+00,1.075700044631958008e+00
1.590220928192138672e+00,1.568600058555603027e+00
9.691270440816879272e-02,0.000000000000000000e+00
5.292053222656250000e-01,5.052999854087829590e-01
2.375946044921875000e+00,2.368400096893310547e+00
4.020158052444458008e-01,3.813000023365020752e-01
1.282691478729248047e+00,1.252400040626525879e+00
3.821646273136138916e-01,3.596000075340270996e-01
1.269148349761962891e+00,1.230700016021728516e+00
2.917721271514892578e+00,2.895400047302246094e+00
2.149152040481567383e+00,2.142100095748901367e+00
7.163843512535095215e-01,7.470999956130981445e-01
2.432714700698852539e+00,2.430399894714355469e+00
2.642327070236206055e+00,2.625699996948242188e+00
1.370872020721435547e+00,1.351600050926208496e+00
1.187217831611633301e+00,1.137699961662292480e+00
3.018755912780761719e+00,3.019399881362915039e+00
1.711556911468505859e+00,1.692600011825561523e+00
1.165513515472412109e+00,1.109799981117248535e+00
1.273197889328002930e+00,1.233800053596496582e+00
1.055842265486717224e-01,4.030000045895576477e-02
1.397734045982360840e+00,1.379500031471252441e+00
2.041891336441040039e+00,2.024300098419189453e+00
2.030769348144531250e+00,2.005700111389160156e+00
1.309563636779785156e+00,1.286499977111816406e+00
9.691270440816879272e-02,3.100000089034438133e-03
2.715820312500000000e+00,2.697000026702880859e+00
1.296284198760986328e+00,1.271000027656555176e+00
2.793733596801757812e+00,2.777600049972534180e+00
1.278464317321777344e+00,1.249300003051757812e+00
3.219818174839019775e-01,2.913999855518341064e-01
4.087169468402862549e-01,3.905999958515167236e-01
2.147055387496948242e+00,2.138999938964843750e+00
2.704607963562011719e+00,2.684600114822387695e+00
3.034118652343750000e+00,3.041100025177001953e+00
1.888562440872192383e+00,1.866199970245361328e+00
2.007867336273193359e+00,1.983999967575073242e+00
2.903560638427734375e+00,2.876800060272216797e+00
1.752128601074218750e+00,1.729799985885620117e+00
2.577658414840698242e+00,2.566800117492675781e+00
6.131585240364074707e-01,6.107000112533569336e-01
3.192930221557617188e-01,2.883000075817108154e-01
2.370063304901123047e+00,2.362200021743774414e+00
2.571058273315429688e+00,2.560600042343139648e+00
1.994075298309326172e+00,1.971600055694580078e+00
1.508805632591247559e+00,1.494199991226196289e+00
1.715799689292907715e+00,1.695700049400329590e+00
2.725979328155517578e+00,2.709399938583374023e+00
2.469162225723266602e+00,2.473799943923950195e+00
1.626201033592224121e+00,1.602699995040893555e+00
2.744270324707031250e+00,2.724900007247924805e+00
1.293818712234497070e+00,1.267899990081787109e+00
1.699416786432266235e-01,1.333000063896179199e-01
4.080978035926818848e-01,3.874999880790710449e-01
2.106457471847534180e+00,2.083199977874755859e+00
1.277871131896972656e+00,1.243100047111511230e+00
1.747737526893615723e+00,1.726699948310852051e+00
1.671743988990783691e+00,1.655400037765502930e+00
2.964361667633056641e+00,2.938800096511840820e+00
2.858825683593750000e+00,2.842700004577636719e+00
1.446587324142456055e+00,1.422899961471557617e+00
1.247366666793823242e+00,1.215199947357177734e+00
1.177027106285095215e+00,1.128399968147277832e+00
2.144524812698364258e+00,2.132800102233886719e+00
5.177159905433654785e-01,4.898000061511993408e-01
2.161876916885375977e+00,2.176199913024902344e+00
1.505794763565063477e+00,1.488000035285949707e+00
1.593804597854614258e+00,1.571699976921081543e+00
1.416426748037338257e-01,9.300000220537185669e-02
6.144116520881652832e-01,6.169000267982482910e-01
3.040905475616455078e+00,3.050400018692016602e+00
6.788693666458129883e-01,6.944000124931335449e-01
2.550189733505249023e+00,2.545099973678588867e+00
3.288900852203369141e-01,2.976000010967254639e-01
9.944153577089309692e-02,9.300000034272670746e-03
8.040559887886047363e-01,8.277000188827514648e-01
6.591429114341735840e-01,6.664999723434448242e-01
1.965525865554809570e+00,1.940600037574768066e+00
7.306038141250610352e-01,7.563999891281127930e-01
2.191284179687500000e+00,2.197900056838989258e+00
2.953228712081909180e+00,2.923300027847290039e+00
2.769545078277587891e+00,2.746599912643432617e+00
2.025790214538574219e+00,2.002599954605102539e+00
9.406177401542663574e-01,9.578999876976013184e-01
1.164862155914306641e+00,1.100499987602233887e+00
8.672863841056823730e-01,8.896999955177307129e-01
1.894073009490966797e+00,1.875499963760375977e+00
1.363006711006164551e+00,1.342300057411193848e+00
1.869681358337402344e+00,1.838299989700317383e+00
1.908602714538574219e+00,1.891000032424926758e+00
7.077463269233703613e-01,7.378000020980834961e-01
6.694704890251159668e-01,6.851000189781188965e-01
2.983796119689941406e+00,2.966700077056884766e+00
3.003195762634277344e+00,2.994600057601928711e+00
2.416468858718872070e+00,2.405600070953369141e+00
2.860906600952148438e+00,2.845799922943115234e+00
1.690293073654174805e+00,1.670899987220764160e+00
2.117247581481933594e+00,2.095599889755249023e+00
1.724592924118041992e+00,1.705000042915344238e+00
1.156170010566711426e+00,1.078799962997436523e+00
4.691998064517974854e-01,4.463999867439270020e-01
2.999259948730468750e+00,2.991499900817871094e+00
1.866825968027114868e-01,1.518999934196472168e-01
2.809271335601806641e+00,2.793100118637084961e+00
1.685896039009094238e+00,1.667799949645996094e+00
1.837192296981811523e+00,1.807299971580505371e+00
5.762009620666503906e-01,5.641999840736389160e-01
2.145073652267456055e+00,2.135900020599365234e+00
1.675094842910766602e+00,1.658499956130981445e+00
7.009155154228210449e-01,7.285000085830688477e-01
2.358536720275878906e+00,2.343600034713745117e+00
1.521984457969665527e+00,1.503499984741210938e+00
1.771415233612060547e+00,1.745300054550170898e+00
2.573702096939086914e+00,2.563699960708618164e+00
8.639707565307617188e-01,8.866000175476074219e-01
2.119312763214111328e+00,2.098700046539306641e+00
1.530554890632629395e-01,1.177999973297119141e-01
3.164914250373840332e-01,2.820999920368194580e-01
1.483422756195068359e+00,1.463199973106384277e+00
3.570024073123931885e-01,3.285999894142150879e-01
2.340568065643310547e+00,2.328099966049194336e+00
2.505147457122802734e+00,2.510999917984008789e+00
2.158614873886108398e+00,2.170000076293945312e+00
1.642193198204040527e+00,1.618199944496154785e+00
1.276569962501525879e+00,1.236899971961975098e+00
4.112139940261840820e-01,3.937000036239624023e-01
1.640736579895019531e+00,1.621299982070922852e+00
1.924586534500122070e+00,1.903399944305419922e+00
8.192497491836547852e-01,8.370000123977661133e-01
2.768448352813720703e+00,2.743499994277954102e+00
3.877634406089782715e-01,3.657999932765960693e-01
1.056560158729553223e+00,1.010599970817565918e+00
2.365545988082885742e+00,2.355999946594238281e+00
1.486857891082763672e+00,1.469400048255920410e+00
1.870466947555541992e+00,1.841400027275085449e+00
1.524492502212524414e+00,1.506600022315979004e+00
3.741722106933593750e-01,3.503000140190124512e-01
2.898989439010620117e+00,2.873699903488159180e+00
1.577431082725524902e+00,1.556200027465820312e+00
2.680074930191040039e+00,2.669100046157836914e+00
3.058135032653808594e+00,3.081399917602539062e+00
1.896595358848571777e+00,1.878600001335144043e+00
8.915010094642639160e-01,9.175999760627746582e-01
3.033149003982543945e+00,3.038000106811523438e+00
2.815526247024536133e+00,2.802400112152099609e+00
2.683731555938720703e+00,2.672199964523315430e+00
6.015393733978271484e-01,5.952000021934509277e-01
4.263424873352050781e-01,4.092000126838684082e-01
6.634948253631591797e-01,6.696000099182128906e-01
3.489651083946228027e-01,3.161999881267547607e-01
6.920678615570068359e-01,7.160999774932861328e-01
1.474205970764160156e+00,1.453899979591369629e+00
2.495271444320678711e+00,2.501699924468994141e+00
9.140356183052062988e-01,9.362000226974487305e-01
8.002479672431945801e-01,8.215000033378601074e-01
2.141652107238769531e+00,2.126600027084350586e+00
2.673802852630615234e+00,2.659800052642822266e+00
1.790261983871459961e+00,1.763900041580200195e+00
2.346639156341552734e+00,2.331199884414672852e+00
2.614871978759765625e+00,2.604000091552734375e+00
1.458279967308044434e+00,1.438400030136108398e+00
2.329422235488891602e+00,2.318799972534179688e+00
7.503317594528198242e-01,7.749999761581420898e-01
2.876144647598266602e+00,2.858200073242187500e+00
2.101976871490478516e+00,2.073899984359741211e+00
2.788898944854736328e+00,2.771399974822998047e+00
1.795434236526489258e+00,1.770099997520446777e+00
2.056575536727905273e+00,2.036700010299682617e+00
1.611002802848815918e+00,1.587200045585632324e+00
2.959425687789916992e+00,2.932600021362304688e+00
6.277359127998352051e-01,6.323999762535095215e-01
1.318605095148086548e-01,7.440000027418136597e-02
2.663108110427856445e-01,2.293999940156936646e-01
1.360910773277282715e+00,1.336099982261657715e+00
1.565312266349792480e+00,1.543799996376037598e+00
1.579089403152465820e+00,1.559299945831298828e+00
2.353962898254394531e+00,2.340500116348266602e+00
2.707225322723388672e+00,2.687700033187866211e+00
7.520081400871276855e-01,7.781000137329101562e-01
2.969565868377685547e+00,2.944999933242797852e+00
2.109632015228271484e+00,2.086299896240234375e+00
6.539524793624877930e-01,6.571999788284301758e-01
5.408348441123962402e-01,5.145999789237976074e-01
3.941165804862976074e-01,3.720000088214874268e-01
8.525695204734802246e-01,8.741999864578247070e-01
2.514275074005126953e+00,2.517199993133544922e+00
1.905881017446517944e-01,1.580999940633773804e-01
2.000862598419189453e+00,1.977800011634826660e+00
2.582254648208618164e+00,2.572999954223632812e+00
1.958533525466918945e+00,1.934399962425231934e+00
1.880900979042053223e+00,1.856899976730346680e+00
5.091751217842102051e-01,4.805000126361846924e-01
2.019861042499542236e-01,1.736000031232833862e-01
3.761653900146484375e-01,3.533999919891357422e-01
1.129758358001708984e+00,1.047799944877624512e+00
2.427742242813110352e+00,2.421099901199340820e+00
6.966356039047241211e-01,7.253999710083007812e-01
9.478097409009933472e-02,1.240000035613775253e-02
2.889529466629028320e+00,2.867500066757202148e+00
4.211342334747314453e-01,4.029999971389770508e-01
2.160526752471923828e+00,2.173099994659423828e+00
9.466971755027770996e-01,9.610000252723693848e-01
1.352306008338928223e+00,1.323699951171875000e+00
2.360651493072509766e+00,2.346699953079223633e+00
9.051081538200378418e-01,9.300000071525573730e-01
1.782487869262695312e+00,1.751500010490417480e+00
1.794488310813903809e+00,1.766999959945678711e+00
4.868115186691284180e-01,4.618999958038330078e-01
2.739899873733520508e+00,2.721800088882446289e+00
1.043013855814933777e-01,3.720000013709068298e-02
1.373527288436889648e+00,1.354699969291687012e+00
1.700456380844116211e+00,1.680199980735778809e+00
6.900220513343811035e-01,7.129999995231628418e-01
5.672227740287780762e-01,5.518000125885009766e-01
1.002018809318542480e+00,9.733999967575073242e-01
1.434057950973510742e+00,1.407400012016296387e+00
1.663912177085876465e+00,1.643000006675720215e+00
7.794784903526306152e-01,7.967000007629394531e-01
2.167769670486450195e+00,2.179300069808959961e+00
1.361920833587646484e-01,8.370000123977661133e-02
5.973139405250549316e-01,5.889999866485595703e-01
5.450505614280700684e-01,5.207999944686889648e-01
3.390735983848571777e-01,3.068999946117401123e-01
1.516389727592468262e+00,1.497300028800964355e+00
2.977050065994262695e+00,2.954299926757812500e+00
6.666463613510131836e-01,6.758000254631042480e-01
2.115542888641357422e+00,2.092499971389770508e+00
2.497161865234375000e+00,2.504800081253051758e+00
2.193165570497512817e-01,1.890999972820281982e-01
2.429471492767333984e+00,2.424200057983398438e+00
8.594786524772644043e-01,8.834999799728393555e-01
1.541418790817260742e+00,1.522099971771240234e+00
1.623798847198486328e+00,1.599599957466125488e+00
8.377117514610290527e-01,8.586999773979187012e-01
2.202517032623291016e+00,2.213399887084960938e+00
1.327160835266113281e+00,1.302000045776367188e+00
2.520092248916625977e+00,2.520299911499023438e+00
2.096271038055419922e+00,2.070800065994262695e+00
2.711509168148040771e-01,2.387000024318695068e-01
1.165232300758361816e+00,1.116000056266784668e+00
1.448082327842712402e-01,1.023000031709671021e-01
2.491570472717285156e+00,2.495500087738037109e+00
2.350351810455322266e+00,2.337399959564208984e+00
2.580882310867309570e-01,2.169999927282333374e-01
2.718289852142333984e+00,2.700099945068359375e+00
1.047466516494750977e+00,1.001299977302551270e+00
1.871431112289428711e+00,1.844499945640563965e+00
5.057377815246582031e-01,4.742999970912933350e-01
7.419390082359313965e-01,7.688000202178955078e-01
7.819430232048034668e-01,7.997999787330627441e-01
1.651615858078002930e+00,1.630599975585937500e+00
6.961103081703186035e-01,7.222999930381774902e-01
6.824728846549987793e-01,7.006000280380249023e-01
1.032557010650634766e+00,9.889000058174133301e-01
1.430886387825012207e-01,9.610000252723693848e-02
1.718279361724853516e+00,1.698799967765808105e+00
3.054405212402343750e+00,3.075200080871582031e+00
1.850272536277770996e+00,1.816599965095520020e+00
1.842457294464111328e+00,1.810400009155273438e+00
6.134482622146606445e-01,6.137999892234802246e-01
7.948272824287414551e-01,8.152999877929687500e-01
9.170528054237365723e-01,9.393000006675720215e-01
7.214596867561340332e-01,7.501999735832214355e-01
2.154044151306152344e+00,2.160700082778930664e+00
1.600575089454650879e+00,1.577900052070617676e+00
2.542802333831787109e+00,2.535799980163574219e+00
1.731161475181579590e+00,1.711199998855590820e+00
3.263843059539794922e-01,2.944999933242797852e-01
5.851525068283081055e-01,5.766000151634216309e-01
7.979680895805358887e-01,8.184000253677368164e-01
1.276584506034851074e+00,1.240000009536743164e+00
7.672872543334960938e-01,7.904999852180480957e-01
2.646511077880859375e+00,2.628799915313720703e+00
1.502435922622680664e+00,1.484899997711181641e+00
1.920745849609375000e+00,1.900300025939941406e+00
2.037339687347412109e+00,2.015000104904174805e+00
4.791294336318969727e-01,4.557000100612640381e-01
6.455665230751037598e-01,6.510000228881835938e-01
1.467693328857421875e+00,1.447700023651123047e+00
1.018135070800781250e+00,9.796000123023986816e-01
1.267639160156250000e+00,1.227599978446960449e+00
1.735034584999084473e+00,1.714300036430358887e+00
2.709397792816162109e+00,2.690799951553344727e+00
5.538906455039978027e-01,5.332000255584716797e-01
8.748543858528137207e-01,8.959000110626220703e-01
1.366508007049560547e-01,8.060000091791152954e-02
3.044435501098632812e+00,3.056600093841552734e+00
9.951058030128479004e-01,9.703000187873840332e-01
7.101858258247375488e-01,7.408999800682067871e-01
1.105019688606262207e+00,1.038499951362609863e+00
1.068103790283203125e+00,1.016800045967102051e+00
6.819171309471130371e-01,7.037000060081481934e-01
1.776878237724304199e+00,1.748399972915649414e+00
2.753955602645874023e+00,2.731100082397460938e+00
6.436102986335754395e-01,6.478999853134155273e-01
8.310179710388183594e-01,8.525000214576721191e-01
1.085365533828735352e+00,1.029199957847595215e+00
1.379539132118225098e+00,1.360900044441223145e+00
3.037209808826446533e-01,2.696999907493591309e-01
7.660258412361145020e-01,7.874000072479248047e-01
2.443395137786865234e+00,2.439699888229370117e+00
2.288461685180664062e+00,2.309499979019165039e+00
